,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
1802,4-комн.,"Центральный р-н, Линейная, 82",97.60 м 2,10 500 000 руб.,107 582 руб./м2,14 эт. из 14,"Центральный р-н, Линейная, 82
Планировка: новая
Готовое",4_room_ap,Central,97.6,14,14,new,finished,122093.02325581395
1803,2-комн.,"Кировский р-н, Транзитная, 50",44.00 м 2,4 400 000 руб.,100 000 руб./м2,5 эт. из 5,"Кировский р-н, Транзитная, 50
Планировка: улучшенная
Готовое",2_room_ap,Kirovsky,44.0,5,5,improved,finished,51162.79069767442
1804,3-комн.,"Железнодорожный р-н, Калинина, 3",51.40 м 2,3 900 000 руб.,75 875 руб./м2,3 эт. из 5,"Железнодорожный р-н, Калинина, 3
Планировка: улучшенная
Готовое",3_room_ap,Zheleznodorozhniy,51.4,3,5,improved,finished,45348.83720930233
1805,2-комн.,"Советский р-н, 78 Добровольческой Бригады, 5",54.70 м 2,6 000 000 руб.,109 689 руб./м2,4 эт. из 9,"Советский р-н, 78 Добровольческой Бригады, 5
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.7,4,9,new,finished,69767.44186046511
1806,1-комн.,"Советский р-н, Весны, 5",34.00 м 2,4 850 000 руб.,142 647 руб./м2,9 эт. из 10,"Советский р-н, Весны, 5
Планировка: новая
Готовое",1_room_ap,Sovietskiy,34.0,9,10,new,finished,56395.348837209305
1807,1-комн.,"Свердловский р-н, Свердловская, 6г",46.40 м 2,4 900 000 руб.,105 603 руб./м2,11 эт. из 17,"Свердловский р-н, Свердловская, 6г
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,46.4,11,17,new,finished,56976.74418604651
1808,4-комн.,"Железнодорожный р-н, Железнодорожников, 16",76.60 м 2,6 500 000 руб.,84 856 руб./м2,7 эт. из 9,"Железнодорожный р-н, Железнодорожников, 16
Планировка: улучшенная
Готовое",4_room_ap,Zheleznodorozhniy,76.6,7,9,improved,finished,75581.3953488372
1809,2-комн.,"Советский р-н, Весны, 3",54.00 м 2,5 500 000 руб.,101 852 руб./м2,6 эт. из 10,"Советский р-н, Весны, 3
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.0,6,10,new,finished,63953.48837209302
1810,2-комн.,"Ленинский р-н, Машиностроителей, 2",51.80 м 2,4 186 000 руб.,80 811 руб./м2,13 эт. из 19,"Ленинский р-н, Машиностроителей, 2
Планировка: новая
Готовое",2_room_ap,Leninsky,51.8,13,19,new,finished,48674.41860465116
1811,2-комн.,"Советский р-н, Авиаторов, 3",65.38 м 2,8 368 640 руб.,128 000 руб./м2,11 эт. из 20,"Советский р-н, Авиаторов, 3
Планировка: новая
Строится",2_room_ap,Sovietskiy,65.38,11,20,new,under_construction,97309.76744186046
1812,2-комн.,"Центральный р-н, Дмитрия Мартынова, 27",77.10 м 2,8 500 000 руб.,110 246 руб./м2,15 эт. из 17,"Центральный р-н, Дмитрия Мартынова, 27
Планировка: новая
Готовое",2_room_ap,Central,77.1,15,17,new,finished,98837.20930232559
1813,4-комн.,"Октябрьский р-н, Попова, 12",59.80 м 2,5 100 000 руб.,85 284 руб./м2,3 эт. из 5,"Октябрьский р-н, Попова, 12
Планировка: хрущевка
Готовое",4_room_ap,Oktyabrskiy,59.8,3,5,khrushchevka,finished,59302.32558139535
1814,2-комн.,"Кировский р-н, Аральская, 55",57.80 м 2,4 840 000 руб.,83 737 руб./м2,11 эт. из 17,"Кировский р-н, Аральская, 55
Планировка: новая
Готовое",2_room_ap,Kirovsky,57.8,11,17,new,finished,56279.06976744186
1815,3-комн.,"Октябрьский р-н, Норильская, 10",70.00 м 2,5 600 000 руб.,80 000 руб./м2,6 эт. из 16,"Октябрьский р-н, Норильская, 10
Планировка: новая
Строится",3_room_ap,Oktyabrskiy,70.0,6,16,new,under_construction,65116.27906976744
1817,2-комн.,"Октябрьский р-н, Норильская, 10",54.10 м 2,4 490 000 руб.,82 994 руб./м2,6 эт. из 16,"Октябрьский р-н, Норильская, 10
Планировка: новая
Строится",2_room_ap,Oktyabrskiy,54.1,6,16,new,under_construction,52209.3023255814
1818,2-комн.,"Октябрьский р-н, Норильская, 10",52.30 м 2,4 393 000 руб.,83 996 руб./м2,4 эт. из 16,"Октябрьский р-н, Норильская, 10
Планировка: новая
Строится",2_room_ap,Oktyabrskiy,52.3,4,16,new,under_construction,51081.395348837206
1819,2-комн.,"Советский р-н, Молодежный, 27",47.80 м 2,3 950 000 руб.,82 636 руб./м2,10 эт. из 10,"Советский р-н, Молодежный, 27
Планировка: новая
Готовое",2_room_ap,Sovietskiy,47.8,10,10,new,finished,45930.232558139534
1820,1-комн.,"Свердловский р-н, Лесников, 25",30.00 м 2,3 650 000 руб.,121 667 руб./м2,2 эт. из 25,"Свердловский р-н, Лесников, 25
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,30.0,2,25,new,finished,42441.86046511628
1821,2-комн.,"Октябрьский р-н, Лесопарковая, 17д",56.60 м 2,5 400 000 руб.,95 406 руб./м2,5 эт. из 17,"Октябрьский р-н, Лесопарковая, 17д
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,56.6,5,17,new,finished,62790.6976744186
1822,1-комн.,"Октябрьский р-н, Лесопарковая, 17г",42.00 м 2,4 500 000 руб.,107 143 руб./м2,12 эт. из 17,"Октябрьский р-н, Лесопарковая, 17г
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,42.0,12,17,new,finished,52325.58139534884
1823,2-комн.,"Октябрьский р-н, Борисова, 44",51.50 м 2,5 350 000 руб.,103 883 руб./м2,9 эт. из 16,"Октябрьский р-н, Борисова, 44
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,51.5,9,16,new,finished,62209.3023255814
1824,3-комн.,"Железнодорожный р-н, Железнодорожников, 8",63.20 м 2,7 000 000 руб.,110 759 руб./м2,5 эт. из 5,"Железнодорожный р-н, Железнодорожников, 8
Планировка: улучшенная
Готовое",3_room_ap,Zheleznodorozhniy,63.2,5,5,improved,finished,81395.3488372093
1825,3-комн.,"Советский р-н, Ольховая, 12",59.60 м 2,4 900 000 руб.,82 215 руб./м2,9 эт. из 16,"Советский р-н, Ольховая, 12
Планировка: новая
Готовое",3_room_ap,Sovietskiy,59.6,9,16,new,finished,56976.74418604651
1826,3-комн.,"Советский р-н, 78 Добровольческой Бригады, 23",59.70 м 2,11 000 000 руб.,184 255 руб./м2,17 эт. из 24,"Советский р-н, 78 Добровольческой Бригады, 23
Планировка: новая
Готовое",3_room_ap,Sovietskiy,59.7,17,24,new,finished,127906.97674418605
1827,2-комн.,"Советский р-н, 60 лет Образования СССР, 62д",51.60 м 2,4 100 000 руб.,79 457 руб./м2,10 эт. из 13,"Советский р-н, 60 лет Образования СССР, 62д
Планировка: новая
Готовое",2_room_ap,Sovietskiy,51.6,10,13,new,finished,47674.41860465116
1828,3-комн.,"Советский р-н, 60 лет Образования СССР, 43",72.40 м 2,4 800 000 руб.,66 298 руб./м2,1 эт. из 10,"Советский р-н, 60 лет Образования СССР, 43
Планировка: индивидуальная
Готовое",3_room_ap,Sovietskiy,72.4,1,10,individual,finished,55813.95348837209
1829,Секцио.,"Советский р-н, Воронова, 12",15.90 м 2,695 000 руб.,43 711 руб./м2,2 эт. из 9,"Советский р-н, Воронова, 12
Планировка: секционка
Готовое",sectional_ap,Sovietskiy,15.9,2,9,section,finished,8081.395348837209
1830,3-комн.,"Свердловский р-н, Лесников, 31",73.40 м 2,7 181 000 руб.,97 834 руб./м2,7 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,73.4,7,15,new,finished,83500.0
1831,3-комн.,"Свердловский р-н, Лесников, 31",73.40 м 2,6 933 000 руб.,94 455 руб./м2,3 эт. из 15,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,73.4,3,15,new,finished,80616.27906976744
1833,3-комн.,"Свердловский р-н, Лесников, 31",63.70 м 2,6 457 000 руб.,101 366 руб./м2,5 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,63.7,5,12,new,finished,75081.3953488372
1834,2-комн.,"Свердловский р-н, Лесников, 31",55.30 м 2,5 830 000 руб.,105 425 руб./м2,6 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,55.3,6,12,new,finished,67790.69767441861
1835,2-комн.,"Свердловский р-н, Лесников, 31",55.30 м 2,5 809 000 руб.,105 045 руб./м2,4 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,55.3,4,12,new,finished,67546.51162790698
1836,2-комн.,"Свердловский р-н, Лесников, 31",55.30 м 2,5 724 000 руб.,103 508 руб./м2,10 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,55.3,10,12,new,finished,66558.13953488372
1837,2-комн.,"Свердловский р-н, Лесников, 31",52.40 м 2,5 544 000 руб.,105 802 руб./м2,3 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,52.4,3,12,new,finished,64465.11627906977
1838,2-комн.,"Свердловский р-н, Лесников, 31",52.40 м 2,5 523 000 руб.,105 401 руб./м2,7 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,52.4,7,12,new,finished,64220.93023255814
1839,2-комн.,"Свердловский р-н, Лесников, 31",52.40 м 2,5 501 000 руб.,104 981 руб./м2,5 эт. из 12,"Свердловский р-н, Лесников, 31
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,52.4,5,12,new,finished,63965.11627906977
1840,2-комн.,"Советский р-н, Ольховая, 14",52.70 м 2,4 650 000 руб.,88 235 руб./м2,9 эт. из 16,"Советский р-н, Ольховая, 14
Планировка: новая
Готовое",2_room_ap,Sovietskiy,52.7,9,16,new,finished,54069.767441860466
1841,2-комн.,"Советский р-н, 60 лет Образования СССР, 38д",54.00 м 2,4 300 000 руб.,79 630 руб./м2,10 эт. из 10,"Советский р-н, 60 лет Образования СССР, 38д
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.0,10,10,new,finished,50000.0
1842,4-комн.,"Советский р-н, Светлогорский, 15",80.30 м 2,7 700 000 руб.,95 890 руб./м2,3 эт. из 10,"Советский р-н, Светлогорский, 15
Планировка: новая
Готовое",4_room_ap,Sovietskiy,80.3,3,10,new,finished,89534.88372093023
1843,3-комн.,"Свердловский р-н, Капитанская, 6",70.00 м 2,9 200 000 руб.,131 429 руб./м2,4 эт. из 10,"Свердловский р-н, Капитанская, 6
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,70.0,4,10,new,finished,106976.74418604652
1844,3-комн.,"Советский р-н, Батурина, 38",84.40 м 2,10 000 000 руб.,118 483 руб./м2,25 эт. из 25,"Советский р-н, Батурина, 38
Планировка: новая
Готовое",3_room_ap,Sovietskiy,84.4,25,25,new,finished,116279.06976744186
1845,1-комн.,"Свердловский р-н, Парашютная, 72б",35.70 м 2,3 450 000 руб.,96 639 руб./м2,8 эт. из 10,"Свердловский р-н, Парашютная, 72б
Планировка: новая
Готовое",1_room_ap,Sverdlovsky,35.7,8,10,new,finished,40116.27906976744
1846,1-комн.,"Октябрьский р-н, Академика Киренского, 24",48.20 м 2,5 200 000 руб.,107 884 руб./м2,6 эт. из 16,"Октябрьский р-н, Академика Киренского, 24
Планировка: индивидуальная
Готовое",1_room_ap,Oktyabrskiy,48.2,6,16,individual,finished,60465.11627906977
1847,2-комн.,"Центральный р-н, Мира, 26",53.90 м 2,6 600 000 руб.,122 449 руб./м2,5 эт. из 5,"Центральный р-н, Мира, 26
Планировка: сталинка
Готовое",2_room_ap,Central,53.9,5,5,stalinka,finished,76744.18604651163
